objectid,filename,title,creator,date,description,subject,location,latitude,longitude,source,identifier,display_template,type,format,language,rights,rightsstatement
col008_mp_76,col008_meridianpolice_069.jpg,Meridian Police Department Officers,Meridian Police Department,1996,"Back Row: Kevin Robertson, Bill Musser, Gene Trakel; Middle Row: Eric Strolberg, Bill Volker, Rick Murphy, Chief Bill Gordon, Kathy Kirby, Steve Bradley, Brent Crystal; Front Row: Cindy Bradley, Bob Stowe, Dave Hoffmann, Rick Shadduck. Photo from 1996.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_77,col008_meridianpolice_070.jpg,Meridian Police Department Staff at City Hall,Image West Studios,1990,"Meridian Police Department Staff on the steps of former Meridian City Hall Building. Back Row: Bob Giesler, Dough Weast, John Overton, Steve Boling, Bill Musser, Kevin Robertson, Chief Bill Gordon; Middle Row: Rick Murphy, Norm Williams, Jerry Payne, Steve Bradley, Dwight Hosford; Front Row: Gene Trakel, Jean Moore, Richard Donahue, Gary Cushman, Paul Carrera, Candy Tipton. Photo from 1990. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_78,col008_meridianpolice_071.jpg,Meridian Police Department Staff,Meridian Police Department,1996-05-13,"Meridian Police Department Staff on May 13, 1996. Front Row: Chief W.L. ""Bill"" Gordon, LaRee Crystal, Candy Tipton, Jean Moore, Lieutenant Dave Bowman; Back Row: Detective Jim Miller, Detective Mike Lock, Detective John Overton, Detective Norm Williams, Alan Riggle (Animal Control), Detective Dwight Hosford, Detective Joe Miller",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_79,col008_meridianpolice_072.jpg,"Ribbon Cutting Ceremony, New MPD Building",Meridian Police Department,1995-10-01,"New Meridian Police Department (201 E. Idaho Street) ribbon cutting ceremony on October 1, 1995. Prior to this, the Meridian Police Department shared the City Hall building. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_80,col008_meridianpolice_073.jpg,Meridian Police Bike Patrol Officers,Meridian Police Department,1997,Meridian bike patrol officers Kevin Robertson and Jim Miller,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_81,col008_meridianpolice_074.jpg,Meridian Motorcycle Officers,Meridian Police Department,1997,"Meridian motorcycle officers Sergeant Gene Trakel and Rick Murphy, with three currently unidentified individuals in the middle of the photo. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_82,col008_meridianpolice_075.jpg,The Officers Bradley,Meridian Police Department,1996,Meridian police officers Cindy Bradley and Steve Bradley,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_83,col008_meridianpolice_076.jpg,Photo of early Meridian Police Department Location (1981),Meridian Police Department,1981,"Photo of early Meridian Police Department Building, circa 1981",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_84,col008_meridianpolice_077.jpg,Photo of early Meridian Police Department Location (1973),Meridian Police Department,1973,"Photo of early Meridian Police Department Building, circa 1973",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_85,col008_meridianpolice_078.jpg,Meridian Police Drag Racing Car,Meridian Police Department,1998,"Meridian Police drag racing car with Police Chief Bill Gordon, in 1998 at Firebird Raceway in Eagle, Idaho.  ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_86,col008_meridianpolice_079.jpg,Meridian PAL Ice Hockey 2000,Meridian Police Department,2000,Meridian PAL Ice Hockey 2000,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_87,col008_meridianpolice_080.jpg,Zamzows K-9 Kennel Campaign Advertisement,Zamzows/Meridian Police Department,2005,"Zamzows sponsored a K-9 Kennel Campaign for the Meridian Police Department's new Police K-9 Training Center. Almost all the materials used for the training center project were donated by local businesses, and Zamzows wanted to help the center by providing dog kennels. Individuals simply filled out a pledge form with a cash donation and Zamzows displayed their name. At the time of the center opening, Zamzows helped donate 14 dog kennels. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_88,col008_meridianpolice_081.jpg,Meridian Police K-9 Training Center Ribbon Cutting Ceremony,Shelly Houston/Meridian Police Department,2006-06-07,"Photo collage of photos from the June 7, 2006 grand opening ribbon cutting ceremony of the Meridian Police Department's Police K-9 Training Center. Photography by Shelly Houston. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_89,col008_meridianpolice_082.jpg,Meridian Police K-9 & Patrol Car ,Meridian Police Department,2010,"Meridian Police K-9 & Patrol Car, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_90,col008_meridianpolice_083.jpg,Meridian Police Officers & 4 Police K-9s,Meridian Police Department,2010,"Four police K-9s with officers J. Lindley, J. Brown, B. Stokes, S. Washburn, S. Colaianni, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_91,col008_meridianpolice_084.jpg,Police K-9 in Training,Meridian Police Department,2010,"Police K-9 in training, circa 2010s. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_92,col008_meridianpolice_085.jpg,Officer Brown & Police Dog ,Meridian Police Department,2010,"Officer J. Brown and his police K-9, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_93,col008_meridianpolice_086.jpg,K-9 Officers with Their Police Dogs,Meridian Police Department,2010,"K-9 Officers B. Stokes, J. Brown, and unidentified officer, circa 2010s.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_94,col008_meridianpolice_087.jpg,Police K-9 in Training,Meridian Police Department,2010,"Police K-9 in training, circa late 2010s. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_95,col008_meridianpolice_088.jpg,Police K-9 Next to White Police Car,Meridian Police Department,2010,"Police K-9 Next to White Police Car, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_96,col008_meridianpolice_089.jpg,Meridian Police K-9 Car,Meridian Police Department,2010,"Meridian Police K-9 Car, circa 2010s ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_97,col008_meridianpolice_090.jpg,Police K-9 Next to White Police Car,Meridian Police Department,2010,"Police K-9 Next to White Police Car, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_98,col008_meridianpolice_091.jpg,Meridian Police K-9,Meridian Police Department,2010,"Meridian Police K-9, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_99,col008_meridianpolice_092.jpg,Meridian Police Race Car,Meridian Police Department,2010,"Meridian Police Race Car, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_100,col008_meridianpolice_093.jpg,Cops-N-Kids PAL 1997 Soccer Team ,Meridian Police Department,1997,"Meridian Police Officer Rick Shadduck with the PAL soccer team, 1997",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_101,col008_meridianpolice_094.jpg,Gene Hiner Inspects Bullet Hole in Store Window,David Frazier,1969-04,Gene Hiner inspects bullet hole in store window after shooting at suspects during a burglary in progress in April 1969,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_102,col008_meridianpolice_095.jpg,Dory-K-9 Police Card,Meridian Police Department,2012,"Dory-K-9 Police Card, circa 2012",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_103,col008_meridianpolice_096.jpg,Arco-K-9 Police Card,Meridian Police Department,2012,"Arco-K-9 Police Card, circa 2012",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_104,col008_meridianpolice_097.jpg,Gus-K-9 Police Card,Meridian Police Department,2012,"Gus-K-9 Police Card, circa 2012",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_105,col008_meridianpolice_098.jpg,Randy-K-9 Police Card,Meridian Police Department,2012,"Randy-K-9 Police Card, circa 2012",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_106,col008_meridianpolice_099.jpg,Wyatt-K-9 Police Card,Meridian Police Department,2012,"Wyatt-K-9 Police Card, circa 2012",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_107,col008_meridianpolice_100.jpg,Police Chief Steve McGill & Harold Cox,Meridian Police Department,1959,"Police Chief Steve McGill and Harold Cox look over records, circa 1959",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_108,col008_meridianpolice_101.jpg,"Collection of Meridian Police Badges, Patches, & Coins ",Meridian Police Department,2007,"Framed collection of Meridian Police badges, patches, and coins collected and presented to Police Chief Jeff Lavey, circa 2007",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_109,col008_meridianpolice_102.jpg,Meridian Police Command Shoulder Patch,Meridian Police Department,2005,"Meridian Police shoulder patch, a 7th patch issue for the department. This was a Command staff patch only used on dress jackets by the Chief of Police. Circa 2005-2007.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_110,col008_meridianpolice_103.jpg,Meridian SWAT Team Patch,Meridian Police Department,2005,"Meridian SWAT team patch, circa 2005-2006. This subdued patch used by the SWAT team was short lived as Meridian SWAT merged into Metro Ada SWAT. Supposedly only 25 of these patches were made. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_111,col008_meridianpolice_104.jpg,Meridian Police Shoulder Patch,Meridian Police Department,2012,"Meridian Police shoulder patch, 8th issue for the department. This badge was introduced in 2012 and is the current one in use as of 2023. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_112,col008_meridianpolice_105.jpg,Meridian Police Coin 1-Front Side,Meridian Police Department,2007,"Meridian Police Coin 1-Front Side, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief. Front of coin focuses on Meridian Police ""Serving Our Community.""",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_113,col008_meridianpolice_106.jpg,Meridian Police Coin 1-Back Side,Meridian Police Department,2007,"Meridian Police Coin 1-Back Side, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief. Back of coin focuses on four key police attributes that spell CARE: ""Customer Service, Accountability, Respect, & Excellence."" It states, ""Providing CARE to our community in a timely, friendly, professional, and solution-oriented manner."" ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_114,col008_meridianpolice_107.jpg,Meridian Police Coin 2-Front Side,Meridian Police Department,2007,"Meridian Police Coin 2-Front Side, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_115,col008_meridianpolice_108.jpg,Meridian Police Coin 2-Back Side,Meridian Police Department,2007,"Meridian Police Coin 2-Back Side, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief. Reads: ""To provide the highest quality of service, in partnership with our community, to preserve and protect life and property through education, prevention, and enforcement.""",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_116,col008_meridianpolice_109.jpg,Meridian Police Coin 3-Back Side,Meridian Police Department,2007,"Meridian Police Coin 3-Back Side, 2007. Side of Coin focuses on three important responsibilities of Meridian Police Department-education, prevention, and enforcement.  ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_117,col008_meridianpolice_110.jpg,Meridian Police Coin 3-Front Side,Meridian Police Department,2007,"Meridian Police Coin 3-Front Side, 2007. Side of Coin contains a layout of the Meridian Police Department building.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_118,col008_meridianpolice_111.jpg,Meridian Police Officer Badge,Meridian Police Department,2007,"Meridian Police Officer badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_119,col008_meridianpolice_112.jpg,Meridian Police-Detective Badge,Meridian Police Department,2007,"Meridian Police Detective badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_120,col008_meridianpolice_113.jpg,Meridian Police-Corporal Badge,Meridian Police Department,2007,"Meridian Police Corporal badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_121,col008_meridianpolice_114.jpg,Meridian Police-Sergeant Badge,Meridian Police Department,2007,"Meridian Police Sergeant badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_122,col008_meridianpolice_115.jpg,Meridian Police-Lieutenant Badge,Meridian Police Department,2007,"Meridian Police Lieutenant badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_123,col008_meridianpolice_116.jpg,Meridian Police-Deputy Chief Badge,Meridian Police Department,2007,"Meridian Police Deputy Chief badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_124,col008_meridianpolice_117.jpg,Meridian Police-Chief Badge,Meridian Police Department,2007,"Meridian Police Chief badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_125,col008_meridianpolice_118.jpg,Meridian Police-Reserve Officer Badge,Meridian Police Department,2007,"Meridian Police Reserve Officer badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_126,col008_meridianpolice_119.jpg,Meridian Police-Auxiliary Police Patrolman Badge,Meridian Police Department,2007,"Meridian Police Auxiliary Police Patrolman badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_127,col008_meridianpolice_120.jpg,Meridian Police-K-9 Badge,Meridian Police Department,2007,"Meridian Police K-9 badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_128,col008_meridianpolice_121.jpg,Meridian Police Safety Academy Coin,Meridian Police Department,2007,"Meridian Police Safety Academy coin, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_129,col008_meridianpolice_122.jpg,Meridian Police Special Services-Dispatcher Badge,Meridian Police Department,2007,"Meridian Police Special Services-Dispatcher badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_130,col008_meridianpolice_123.jpg,Meridian Police Officer Badge with Eagle ,Meridian Police Department,2007,"Meridian Police Officer badge with eagle, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_131,col008_meridianpolice_124.jpg,Meridian Police-Dog Warden Badge,Meridian Police Department,2007,"Meridian Police-Dog Warden badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_132,col008_meridianpolice_125.jpg,Collection of Framed Meridian Police Badges-Gifted to MPD,Meridian Police Department,2009,Collection of various framed Meridian Police Badges gifted to the department in January of 2009. ,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_133,col008_meridianpolice_126.jpg,Meridian Patrolman Badge (Star Badge),Meridian Police Department,1950,"Meridian Patrolman Badge (Star Badge)--the star badges with round points style show up in photos of the Meridian Police Department as far back as the 1950s. This badge's information is undated, but could be as old as the 1950s. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_134,col008_meridianpolice_127.jpg,Meridian Patrolman Badge (with Eagle),Meridian Police Department,1950,"Meridian Patrolman Badge (with eagle)--the badges with eagle style show up in photos of the Meridian Police Department as far back as the 1950s. This badge's information is undated, but could be as old as the 1950s. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_135,col008_meridianpolice_128.jpg,Meridian Patrolman Badge (Gold Star with color),Meridian Police Department,1980,"Meridian Patrolman Badge (Gold Star with color)-the badges with gold and colored Idaho seal show up later, this perhaps could be around the 1980s. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_136,col008_meridianpolice_129.jpg,Meridian Patrolman Badge (Blue Star with floral silver),Meridian Police Department,1990,"Meridian Patrolman Badge (Blue Star with floral silver)-this style of badge can be seen in this collection's black and white photo of Police Chief Bill Gordon. The badge's information is undated, but perhaps the late 1980s or early 1990s could be its age. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_137,col008_meridianpolice_130.jpg,Meridian Police Badge (Star Shaped with round points),Meridian Police Department,1950,"Meridian Police Badge (Star Shaped with round points)-this badge is undated, but star badges like this could be as old as the 1950s according to photos in this collection.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_138,col008_meridianpolice_131.jpg,Meridian Police Chief Badge (Gold Star with floral gold),Meridian Police Department,1990,"Meridian Patrolman Badge (Gold Star with floral gold)-this style of badge can be seen in this collection's black and white photo of Police Chief Bill Gordon. The badge's information is undated, but perhaps the late 1980s or early 1990s could be its age. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_139,col008_meridianpolice_132.jpg,Meridian Police Patch ,Meridian Police Department,1984,"Meridian Police patch, the 5th issue released by the department, used in 1984-1985. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_140,col008_meridianpolice_133.jpg,Meridian Patrolman Badge (Blue Star with floral silver),Meridian Police Department,1990,"Meridian Patrolman Badge (Blue Star with floral silver)-this style of badge can be seen in this collection's black and white photo of Police Chief Bill Gordon. The badge's information is undated, but perhaps the late 1980s or early 1990s could be its age. This one is similar to another badge in the digital collection, except this one has two blue stars on the badge, while another similar version has two blue dots. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_141,col008_meridianpolice_134.jpg,Framed Display of Meridian Police Shoulder Patches,Meridian Police Department,2012,Framed collection of Meridian Police patches from circa 1950s to the latest issue released in 2012. ,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_142,col008_meridianpolice_135.jpg,Meridian Police Patch ,Meridian Police Department,1956,"Meridian Police shoulder patch, as far as known now this was the first issued patch. Gene Hiner owned this patch among his collection of and is possibly from when he first served in Meridian in 1956. We could confidently date this patch to the 1950s.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_143,col008_meridianpolice_136.jpg,"Meridian Police ""The Dairy City"" Patch-First Patch",Meridian Police Department,1960,"Meridian Police ""The Dairy City"" Patch (First Patch) was released about the early 1960s. Apparently many people interpreted wrong ideas about the cow tail facing upward and became offended. The patch eventually became replaced with one in which the cow tail pointed straight down. The version of the cow tail up came in both white and a second issued light orange. Not only was the cow symbolic of the dairy center, but the shape of the patch looked like a wedge of cheese. All Meridian Police Dairy patches were dropped in the late 1970s or early 1980s. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_144,col008_meridianpolice_137.jpg,"Meridian Police ""The Dairy City"" Patch-Second Patch",Meridian Police Department,1960,"Meridian Police ""The Dairy City"" Patch (Second Patch) was released circa 1960s. This patch made in response to complaints the earlier patch version with the cow's tail upward was offensive. In this version the tail faces downward. The Meridian Police ""Dairy City"" patches were dropped in the late 1970s or early 1980s. This is considered the 3rd patch issued within the department, since the ""Dairy City"" patch contained to issued additions, and the first issued patch was in the 1950s. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_145,col008_meridianpolice_138.jpg,Meridian Police Patch with Golden Eagle,Meridian Police Department,1977,"This is the 4th issued Meridian Police patch. The police department took on the generic golden eagle image after dropping ""The Dairy City"" cow patches in about the late 1970s or early 1980s. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_146,col008_meridianpolice_139.jpg,Meridian Police Patch,Meridian Police Department,2005,"This is the 7th issued Meridian Police patch, used from 2005-2012. This patch is similar to what was the 6th issued patch, excpet that the 6th issue had read colored fabric in the state seal. The department removed the red from the state seal as a cost saving measure. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_147,col008_meridianpolice_140.jpg,Meridian Police Suspect Photograph Board,Meridian Police Department,1970,"This Meridian Police Department suspect photograph board was apparently last used in 1979, although there is no identifying information at hand as to how long the department used this for police bookings.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
